# catalog of /Users/jim/work/tika4all
# 332 files scanned
# by media type:
#   application/json: 181
#   text/x-python: 72
#   text/plain: 42
#   application/octet-stream: 14
#   text/markdown: 12
#   application/x-sh: 4
#   application/pdf: 3
#   application/x-memvid: 1
#   text/csv: 1
#   application/x-sqlite3: 1
#   application/xml: 1
# by facet:
#   json: 181
#   python: 72
#   text: 41
#   unknown: 14
#   markdown: 12
#   shell: 4
#   pdf: 3
#   log: 1
#   memvid: 1
#   csv: 1
#   sqlite: 1
#   xml: 1
path	media_type	facet	confidence	projections	size_bytes
/Users/jim/work/tika4all/devine_challenge/archive_atreatiseonlaws03chitgoog.json	application/json	json	0.90	2	103987
/Users/jim/work/tika4all/devine_challenge/archive_bim_eighteenth-century_a-treatise-on-the-law-of_chitty-joseph-the-elde_1799.json	application/json	json	0.90	2	100859
/Users/jim/work/tika4all/devine_challenge/archive_blackhat2012usaslides.json	application/json	json	0.90	2	477224
/Users/jim/work/tika4all/devine_challenge/archive_canadianadmiralt00gold_0.json	application/json	json	0.90	2	17973
/Users/jim/work/tika4all/devine_challenge/archive_casesmaterialson02isaa_0.json	application/json	json	0.90	2	15805
/Users/jim/work/tika4all/devine_challenge/archive_chittyoncontract0001chit.json	application/json	json	0.90	2	18774
/Users/jim/work/tika4all/devine_challenge/archive_christian-zionismAndPoliticalZionism-British-rothschildHijackOfUs.json	application/json	json	0.90	2	112866
/Users/jim/work/tika4all/devine_challenge/archive_cia-readingroom-document-cia-rdp96-00791r000200230041-7.json	application/json	json	0.90	2	22058
/Users/jim/work/tika4all/devine_challenge/archive_comeintomytradin0000elde.json	application/json	json	0.90	2	21376
/Users/jim/work/tika4all/devine_challenge/archive_commentariesone15storgoog.json	application/json	json	0.90	2	144333
/Users/jim/work/tika4all/devine_challenge/archive_commonlawequityu0000hill.json	application/json	json	0.90	2	18883
/Users/jim/work/tika4all/devine_challenge/archive_contractlawselec0000unse_p7n5.json	application/json	json	0.90	2	18524
/Users/jim/work/tika4all/devine_challenge/archive_contractsappendi0000unse.json	application/json	json	0.90	2	16657
/Users/jim/work/tika4all/devine_challenge/archive_corpus_manifest.json	application/json	json	0.90	2	55026
/Users/jim/work/tika4all/devine_challenge/archive_cu31924020119024.json	application/json	json	0.90	2	117563
/Users/jim/work/tika4all/devine_challenge/archive_cu31924084259872.json	application/json	json	0.90	2	228462
/Users/jim/work/tika4all/devine_challenge/archive_cu31924084259898.json	application/json	json	0.90	2	9402
/Users/jim/work/tika4all/devine_challenge/archive_englishadmiralt04appegoog.json	application/json	json	0.90	2	118806
/Users/jim/work/tika4all/devine_challenge/archive_financeintroduct0012meli.json	application/json	json	0.90	2	19813
/Users/jim/work/tika4all/devine_challenge/archive_handbookadmiral02hughgoog.json	application/json	json	0.90	2	118806
/Users/jim/work/tika4all/devine_challenge/archive_in.ernet.dli.2015.164127.json	application/json	json	0.90	2	7945
/Users/jim/work/tika4all/devine_challenge/archive_in.ernet.dli.2015.501606.json	application/json	json	0.90	2	8367
/Users/jim/work/tika4all/devine_challenge/archive_introductiontopa0000curr.json	application/json	json	0.90	2	17876
/Users/jim/work/tika4all/devine_challenge/archive_jstor-1109424.json	application/json	json	0.90	2	9035
/Users/jim/work/tika4all/devine_challenge/archive_jstor-786169.json	application/json	json	0.90	2	8827
/Users/jim/work/tika4all/devine_challenge/archive_judges.-amjur-indexpdf_202308.json	application/json	json	0.90	2	1561412
/Users/jim/work/tika4all/devine_challenge/archive_lapolitiquemon00bonnuoft.json	application/json	json	0.90	2	49360
/Users/jim/work/tika4all/devine_challenge/archive_lawnationsorpri00ingrgoog.json	application/json	json	0.90	2	130660
/Users/jim/work/tika4all/devine_challenge/archive_lexmercatoriared00beaw.json	application/json	json	0.90	2	155413
/Users/jim/work/tika4all/devine_challenge/archive_manualzilla-id-5646930.json	application/json	json	0.90	2	9341
/Users/jim/work/tika4all/devine_challenge/archive_microeconomicsst00edg_38g.json	application/json	json	0.90	2	19361
/Users/jim/work/tika4all/devine_challenge/archive_modern-money-mechanics.json	application/json	json	0.90	2	10563
/Users/jim/work/tika4all/devine_challenge/archive_perma_cc_9CJ3-2FHV.json	application/json	json	0.90	2	5303
/Users/jim/work/tika4all/devine_challenge/archive_practicalguideto0000clas_k5h7.json	application/json	json	0.90	2	20545
/Users/jim/work/tika4all/devine_challenge/archive_practicaltreatis00chit.json	application/json	json	0.90	2	111334
/Users/jim/work/tika4all/devine_challenge/archive_pub_uniform-commercial-code-law-journal.json	application/json	json	0.90	2	5819
/Users/jim/work/tika4all/devine_challenge/archive_publicfinancepri0000brow_d4w9.json	application/json	json	0.90	2	22266
/Users/jim/work/tika4all/devine_challenge/archive_relationship-between-the-ucc-and-the-jewish-community-1987.json	application/json	json	0.90	2	11736
/Users/jim/work/tika4all/devine_challenge/archive_selectionsforcon0000unse.json	application/json	json	0.90	2	19710
/Users/jim/work/tika4all/devine_challenge/archive_the-immortals-ancient-and-modern_202406.json	application/json	json	0.90	2	37392
/Users/jim/work/tika4all/devine_challenge/archive_the-ultimate-delusion-u.-s.-government-fraud.json	application/json	json	0.90	2	36270
/Users/jim/work/tika4all/devine_challenge/archive_treatiseonlawofp00chituoft.json	application/json	json	0.90	2	105995
/Users/jim/work/tika4all/devine_challenge/archive_youtube-5D9bFGokDa4.json	application/json	json	0.90	2	67691
/Users/jim/work/tika4all/devine_challenge/archive_youtube-6ShLlxv2Zns.json	application/json	json	0.90	2	16454
/Users/jim/work/tika4all/devine_challenge/archive_youtube-77XTBFTWlIs.json	application/json	json	0.90	2	16902
/Users/jim/work/tika4all/devine_challenge/archive_youtube-eki1V1UK7lc.json	application/json	json	0.90	2	14864
/Users/jim/work/tika4all/devine_challenge/archive_youtube-fcOBSHjFoJc.json	application/json	json	0.90	2	16813
/Users/jim/work/tika4all/devine_challenge/archive_youtube-tAeJQmSA0mE.json	application/json	json	0.90	2	15111
/Users/jim/work/tika4all/devine_challenge/archive_youtube-uAQU6bg8EtM.json	application/json	json	0.90	2	26169
/Users/jim/work/tika4all/devine_challenge/curation_log.json	application/json	json	0.90	2	28814338
/Users/jim/work/tika4all/devine_challenge/devine_challenge_manifest.json	application/json	json	0.90	2	3185
/Users/jim/work/tika4all/devine_challenge/memvid_04149ddda1a6c43a.json	application/json	json	0.90	2	117646
/Users/jim/work/tika4all/devine_challenge/memvid_08a4b2d94e3265a8.json	application/json	json	0.90	2	105995
/Users/jim/work/tika4all/devine_challenge/memvid_124d9173c07476f7.json	application/json	json	0.90	2	16902
/Users/jim/work/tika4all/devine_challenge/memvid_138ce743aa2f0cde.json	application/json	json	0.90	2	118806
/Users/jim/work/tika4all/devine_challenge/memvid_14137ffc0067f2da.json	application/json	json	0.90	2	477224
/Users/jim/work/tika4all/devine_challenge/memvid_195b818cc01423be.json	application/json	json	0.90	2	8827
/Users/jim/work/tika4all/devine_challenge/memvid_1adf648c4cde1098.json	application/json	json	0.90	2	67096
/Users/jim/work/tika4all/devine_challenge/memvid_1cc96026cb12659a.json	application/json	json	0.90	2	130737
/Users/jim/work/tika4all/devine_challenge/memvid_21a85de53ff62a96.json	application/json	json	0.90	2	12592
/Users/jim/work/tika4all/devine_challenge/memvid_226bd4011ee53c62.json	application/json	json	0.90	2	111334
/Users/jim/work/tika4all/devine_challenge/memvid_247a74eacae1eda0.json	application/json	json	0.90	2	21376
/Users/jim/work/tika4all/devine_challenge/memvid_25615710bb07c7b3.json	application/json	json	0.90	2	18774
/Users/jim/work/tika4all/devine_challenge/memvid_2bfb8d81604312c9.json	application/json	json	0.90	2	92053
/Users/jim/work/tika4all/devine_challenge/memvid_30cc3b7edc24e432.json	application/json	json	0.90	2	144333
/Users/jim/work/tika4all/devine_challenge/memvid_34d7135167dde6f2.json	application/json	json	0.90	2	49360
/Users/jim/work/tika4all/devine_challenge/memvid_39ca6e674de61959.json	application/json	json	0.90	2	10563
/Users/jim/work/tika4all/devine_challenge/memvid_3a944de31c959fdf.json	application/json	json	0.90	2	11932
/Users/jim/work/tika4all/devine_challenge/memvid_3c4e8a7378ade905.json	application/json	json	0.90	2	18847
/Users/jim/work/tika4all/devine_challenge/memvid_3cc34be2350005f5.json	application/json	json	0.90	2	36270
/Users/jim/work/tika4all/devine_challenge/memvid_3efd43bc675d97f0.json	application/json	json	0.90	2	118806
/Users/jim/work/tika4all/devine_challenge/memvid_3f7f4e32748eb6e0.json	application/json	json	0.90	2	22058
/Users/jim/work/tika4all/devine_challenge/memvid_3fa0d0611a351166.json	application/json	json	0.90	2	11736
/Users/jim/work/tika4all/devine_challenge/memvid_3feb567bbe6ce778.json	application/json	json	0.90	2	228462
/Users/jim/work/tika4all/devine_challenge/memvid_402918cde3b30636.json	application/json	json	0.90	2	103987
/Users/jim/work/tika4all/devine_challenge/memvid_4b57dbf0aceb2385.json	application/json	json	0.90	2	5347
/Users/jim/work/tika4all/devine_challenge/memvid_4bad9c5f8cce798a.json	application/json	json	0.90	2	5303
/Users/jim/work/tika4all/devine_challenge/memvid_4d3792d932cd136b.json	application/json	json	0.90	2	17876
/Users/jim/work/tika4all/devine_challenge/memvid_4ed21678d33fc10c.json	application/json	json	0.90	2	92135
/Users/jim/work/tika4all/devine_challenge/memvid_5512e789f5ddb612.json	application/json	json	0.90	2	16813
/Users/jim/work/tika4all/devine_challenge/memvid_55194ad1d35817fd.json	application/json	json	0.90	2	10455
/Users/jim/work/tika4all/devine_challenge/memvid_5d141a964191f630.json	application/json	json	0.90	2	88555
/Users/jim/work/tika4all/devine_challenge/memvid_65077ea6e448cacc.json	application/json	json	0.90	2	17973
/Users/jim/work/tika4all/devine_challenge/memvid_6607241e97a86a6a.json	application/json	json	0.90	2	16454
/Users/jim/work/tika4all/devine_challenge/memvid_665e9afbacdd6ac1.json	application/json	json	0.90	2	22266
/Users/jim/work/tika4all/devine_challenge/memvid_70a190a94dfb2486.json	application/json	json	0.90	2	8125
/Users/jim/work/tika4all/devine_challenge/memvid_712ab43d5c58890d.json	application/json	json	0.90	2	8011
/Users/jim/work/tika4all/devine_challenge/memvid_773592a1d03ba4dc.json	application/json	json	0.90	2	7945
/Users/jim/work/tika4all/devine_challenge/memvid_8a136368d9e92830.json	application/json	json	0.90	2	104082
/Users/jim/work/tika4all/devine_challenge/memvid_8a8e823657370ffc.json	application/json	json	0.90	2	1561473
/Users/jim/work/tika4all/devine_challenge/memvid_8e0032de3c1d10c5.json	application/json	json	0.90	2	67691
/Users/jim/work/tika4all/devine_challenge/memvid_8f76cdf0b441d494.json	application/json	json	0.90	2	19813
/Users/jim/work/tika4all/devine_challenge/memvid_958d28479495ba01.json	application/json	json	0.90	2	155478
/Users/jim/work/tika4all/devine_challenge/memvid_983aac7fa6d32bc2.json	application/json	json	0.90	2	9341
/Users/jim/work/tika4all/devine_challenge/memvid_98a6e1be20baf4bb.json	application/json	json	0.90	2	106081
/Users/jim/work/tika4all/devine_challenge/memvid_98c1d1fd82223c2c.json	application/json	json	0.90	2	144417
/Users/jim/work/tika4all/devine_challenge/memvid_9c1e1bb0a51aa1bd.json	application/json	json	0.90	2	118889
/Users/jim/work/tika4all/devine_challenge/memvid_a01ba7b37cb739c3.json	application/json	json	0.90	2	13894
/Users/jim/work/tika4all/devine_challenge/memvid_a0459ee1c00b63b3.json	application/json	json	0.90	2	14864
/Users/jim/work/tika4all/devine_challenge/memvid_a184b4185315d26f.json	application/json	json	0.90	2	12694
/Users/jim/work/tika4all/devine_challenge/memvid_a29071fcfca33def.json	application/json	json	0.90	2	8367
/Users/jim/work/tika4all/devine_challenge/memvid_a55094e58e9aede3.json	application/json	json	0.90	2	9546
/Users/jim/work/tika4all/devine_challenge/memvid_a7de3263643c1270.json	application/json	json	0.90	2	100859
/Users/jim/work/tika4all/devine_challenge/memvid_ab19de40391055a5.json	application/json	json	0.90	2	130660
/Users/jim/work/tika4all/devine_challenge/memvid_abaacb8daa130b56.json	application/json	json	0.90	2	10238
/Users/jim/work/tika4all/devine_challenge/memvid_acdff7b07cd1d479.json	application/json	json	0.90	2	111541
/Users/jim/work/tika4all/devine_challenge/memvid_ad5ba00362e22d08.json	application/json	json	0.90	2	5819
/Users/jim/work/tika4all/devine_challenge/memvid_af07597e6aa97845.json	application/json	json	0.90	2	15111
/Users/jim/work/tika4all/devine_challenge/memvid_b49f3710116860bd.json	application/json	json	0.90	2	111608
/Users/jim/work/tika4all/devine_challenge/memvid_bc2d68816312a0c1.json	application/json	json	0.90	2	111406
/Users/jim/work/tika4all/devine_challenge/memvid_bc3b1f998780d92e.json	application/json	json	0.90	2	112866
/Users/jim/work/tika4all/devine_challenge/memvid_c194f32559218da6.json	application/json	json	0.90	2	11523
/Users/jim/work/tika4all/devine_challenge/memvid_c322780896635be1.json	application/json	json	0.90	2	117563
/Users/jim/work/tika4all/devine_challenge/memvid_c9cd50dc8860b0bf.json	application/json	json	0.90	2	19361
/Users/jim/work/tika4all/devine_challenge/memvid_ccc2cd57c4735461.json	application/json	json	0.90	2	1561412
/Users/jim/work/tika4all/devine_challenge/memvid_cef645e192cc53fd.json	application/json	json	0.90	2	100937
/Users/jim/work/tika4all/devine_challenge/memvid_d1597299e613df88.json	application/json	json	0.90	2	8061
/Users/jim/work/tika4all/devine_challenge/memvid_d17834c58d516e40.json	application/json	json	0.90	2	15805
/Users/jim/work/tika4all/devine_challenge/memvid_d46cdb6a7bff7341.json	application/json	json	0.90	2	178797
/Users/jim/work/tika4all/devine_challenge/memvid_d8c63811ce157997.json	application/json	json	0.90	2	26169
/Users/jim/work/tika4all/devine_challenge/memvid_d9859e73631dd181.json	application/json	json	0.90	2	87357
/Users/jim/work/tika4all/devine_challenge/memvid_d9b0d7cf3b124e9d.json	application/json	json	0.90	2	9035
/Users/jim/work/tika4all/devine_challenge/memvid_da13167a09d3022c.json	application/json	json	0.90	2	37392
/Users/jim/work/tika4all/devine_challenge/memvid_db3e42fc5a3fdf6b.json	application/json	json	0.90	2	12617
/Users/jim/work/tika4all/devine_challenge/memvid_de47631e2b774681.json	application/json	json	0.90	2	9402
/Users/jim/work/tika4all/devine_challenge/memvid_e44facc587a16f9e.json	application/json	json	0.90	2	20545
/Users/jim/work/tika4all/devine_challenge/memvid_e82c1e30cc19f852.json	application/json	json	0.90	2	15870
/Users/jim/work/tika4all/devine_challenge/memvid_e88d895c3b477a2a.json	application/json	json	0.90	2	16657
/Users/jim/work/tika4all/devine_challenge/memvid_eace8f704a6b77f2.json	application/json	json	0.90	2	68479
/Users/jim/work/tika4all/devine_challenge/memvid_ee4fb60d723c8234.json	application/json	json	0.90	2	18524
/Users/jim/work/tika4all/devine_challenge/memvid_ef9183ed39a07fa0.json	application/json	json	0.90	2	19710
/Users/jim/work/tika4all/devine_challenge/memvid_f3df20fa79f6891b.json	application/json	json	0.90	2	87528
/Users/jim/work/tika4all/devine_challenge/memvid_fd403308bc92263d.json	application/json	json	0.90	2	18883
/Users/jim/work/tika4all/devine_challenge/memvid_fdb9b745c80709b1.json	application/json	json	0.90	2	88483
/Users/jim/work/tika4all/devine_challenge/memvid_fdc6931dcad70d2e.json	application/json	json	0.90	2	67045
/Users/jim/work/tika4all/devine_challenge/memvid_fec78a97c67750a8.json	application/json	json	0.90	2	155413
/Users/jim/work/tika4all/devine_challenge/memvid_ffcba5f7de80b1bf.json	application/json	json	0.90	2	9080
/Users/jim/work/tika4all/devine_challenge_archive_corpus.py	text/x-python	python	0.90	3	53020
/Users/jim/work/tika4all/devine_challenge_corpus_links.json	application/json	json	0.90	2	7142
/Users/jim/work/tika4all/devine_challenge_kjv_curator.py	text/x-python	python	0.90	3	13016
/Users/jim/work/tika4all/devine_challenge_sources.md	text/markdown	markdown	0.90	4	13794
/Users/jim/work/tika4all/document_srdf.py	text/x-python	python	0.90	3	32460
/Users/jim/work/tika4all/dynamic_free_model_discovery.py	text/x-python	python	0.90	3	13745
/Users/jim/work/tika4all/error_resistant_import.py	text/x-python	python	0.90	3	16029
/Users/jim/work/tika4all/example_bashrc_keys.md	text/markdown	markdown	0.90	4	3654
/Users/jim/work/tika4all/ffmpeg_ocr.sh	application/x-sh	shell	0.90	2	600
/Users/jim/work/tika4all/flywheel_model_factory.py	text/x-python	python	0.90	3	7717
/Users/jim/work/tika4all/free_models_cache.json	application/json	json	0.90	2	567
/Users/jim/work/tika4all/gauntlet_tool.py	text/x-python	python	0.90	3	2067
/Users/jim/work/tika4all/have	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/independent_suspension_manager.py	text/x-python	python	0.90	3	19399
/Users/jim/work/tika4all/ingested_texts/commentariesone15storgoog.txt	text/plain	text	0.90	4	1746419
/Users/jim/work/tika4all/ingested_texts/cu31924084259872.txt	text/plain	text	0.90	4	5764662
/Users/jim/work/tika4all/ingested_texts/cu31924084259898.txt	text/plain	text	0.90	4	535437
/Users/jim/work/tika4all/ingested_texts/lexmercatoriared00beaw.txt	text/plain	text	0.90	4	4417356
/Users/jim/work/tika4all/initialize_quotas.py	text/x-python	python	0.90	3	4699
/Users/jim/work/tika4all/langchain_nim_agent.py	text/x-python	python	0.90	3	29076
/Users/jim/work/tika4all/langchain_nim_agent.py,	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/lcel_amplified_sources.py	text/x-python	python	0.90	3	13402
/Users/jim/work/tika4all/lcel_memvid_rag.py	text/x-python	python	0.90	3	22793
/Users/jim/work/tika4all/lcel_memvid_rag.py,	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/lex_mercatoria_corpus.py	text/x-python	python	0.90	3	10362
/Users/jim/work/tika4all/lex_mercatoria_corpus/corpus_metadata.json	application/json	json	0.90	2	1249
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Acts_of_the_Apostles.txt	text/plain	text	0.90	4	139291
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Daniel.txt	text/plain	text	0.90	4	232490
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Esther.txt	text/plain	text	0.90	4	31941
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Job.txt	text/plain	text	0.90	4	103437
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Joshua.txt	text/plain	text	0.90	4	106314
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Judges.txt	text/plain	text	0.90	4	104812
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Nehemiah.txt	text/plain	text	0.90	4	60838
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Psalms.txt	text/plain	text	0.90	4	381346
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_Ruth.txt	text/plain	text	0.90	4	13805
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_the_Prophet_Ezekiel.txt	text/plain	text	0.90	4	218033
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_the_Prophet_Isaiah.txt	text/plain	text	0.90	4	206619
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Book_of_the_Prophet_Jeremiah.txt	text/plain	text	0.90	4	256799
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_Philemon.txt	text/plain	text	0.90	4	2558
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_Titus.txt	text/plain	text	0.90	4	5527
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Colossians.txt	text/plain	text	0.90	4	51406
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Ephesians.txt	text/plain	text	0.90	4	17481
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Galatians.txt	text/plain	text	0.90	4	17540
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Hebrews.txt	text/plain	text	0.90	4	97477
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Philippians.txt	text/plain	text	0.90	4	12456
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Epistle_of_Paul_the_Apostle_to_the_Romans.txt	text/plain	text	0.90	4	141129
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_First_Book_of_Moses_Called_Genesis.txt	text/plain	text	0.90	4	211884
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_First_Book_of_Samuel.txt	text/plain	text	0.90	4	48
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_First_Book_of_the_Chronicles.txt	text/plain	text	0.90	4	119406
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_First_Book_of_the_Kings.txt	text/plain	text	0.90	4	50
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Gospel_According_to_Saint_John.txt	text/plain	text	0.90	4	106054
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Gospel_According_to_Saint_Luke.txt	text/plain	text	0.90	4	145219
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Gospel_According_to_Saint_Mark.txt	text/plain	text	0.90	4	85249
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Gospel_According_to_Saint_Matthew.txt	text/plain	text	0.90	4	134309
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Revelation_of_Saint_John_the_Divine.txt	text/plain	text	0.90	4	66002
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Second_Book_of_Moses_Called_Exodus.txt	text/plain	text	0.90	4	181402
